FREQ0	FREQ1	RHO0	RHO1	COUNT	MEAN	SD
0.18	0.2	0	5.18556330379426e-06	17786	-1.77522208478578	1.20925640877939
0.18	0.2	5.18556330379426e-06	3.03586740994656e-05	16687	-1.77930940252892	1.04015254062866
0.18	0.2	3.03586740994656e-05	6.53253569682131e-05	16711	-1.71135742923822	0.998364227476466
0.18	0.2	6.53253569682131e-05	0.000108669489167559	16533	-1.57344444444445	0.935388658229428
0.18	0.2	0.000108669489167559	0.000166675797815345	16794	-1.4945591282601	0.906194627822659
0.18	0.2	0.000166675797815345	0.000251362593290369	17289	-1.41623934293481	0.865847773468787
0.18	0.2	0.000251362593290369	0.000393942495754424	17423	-1.38919055271767	0.832244940502574
0.18	0.2	0.000393942495754424	0.000689784071096414	17246	-1.29039922300824	0.818677817933687
0.18	0.2	0.000689784071096414	0.00176919664411648	17464	-1.16244107879066	0.770803044426565
0.18	0.2	0.00176919664411648	1.1258259270257	16591	-0.820993610993912	0.653384395569624
0.2	0.22	0	5.18556330379426e-06	16461	-1.62592728266813	1.20283424649523
0.2	0.22	5.18556330379426e-06	3.03586740994656e-05	16630	-1.62375670475045	1.04765609350283
0.2	0.22	3.03586740994656e-05	6.53253569682131e-05	15729	-1.56004831839278	1.00342423842981
0.2	0.22	6.53253569682131e-05	0.000108669489167559	16167	-1.41344355786479	0.936445896528588
0.2	0.22	0.000108669489167559	0.000166675797815345	15755	-1.40913221199619	0.903290560584797
0.2	0.22	0.000166675797815345	0.000251362593290369	16653	-1.34261082087312	0.869996447512432
0.2	0.22	0.000251362593290369	0.000393942495754424	16264	-1.27885022134776	0.847490797287722
0.2	0.22	0.000393942495754424	0.000689784071096414	16304	-1.20636273307164	0.796382776227006
0.2	0.22	0.000689784071096414	0.00176919664411648	16064	-1.07136640936255	0.762636434533353
0.2	0.22	0.00176919664411648	1.1258259270257	15170	-0.757262162162164	0.64386865214451
0.22	0.24	0	5.18556330379426e-06	15050	-1.50710438538206	1.12033616348455
0.22	0.24	5.18556330379426e-06	3.03586740994656e-05	15276	-1.53596183555904	0.997493775712876
0.22	0.24	3.03586740994656e-05	6.53253569682131e-05	15149	-1.49062070103637	0.96622404614597
0.22	0.24	6.53253569682131e-05	0.000108669489167559	14969	-1.40189952568643	0.907049027816035
0.22	0.24	0.000108669489167559	0.000166675797815345	14794	-1.3270211572259	0.898226624019949
0.22	0.24	0.000166675797815345	0.000251362593290369	15085	-1.23548186940669	0.86175107832551
0.22	0.24	0.000251362593290369	0.000393942495754424	15336	-1.22554864371414	0.83133568854193
0.22	0.24	0.000393942495754424	0.000689784071096414	15676	-1.14918116866547	0.811491078151225
0.22	0.24	0.000689784071096414	0.00176919664411648	15209	-1.03775277796042	0.752966013068461
0.22	0.24	0.00176919664411648	1.1258259270257	14486	-0.729369943393619	0.643560398916633
0.24	0.26	0	5.18556330379426e-06	14194	-1.41720262082571	1.21362275412798
0.24	0.26	5.18556330379426e-06	3.03586740994656e-05	13591	-1.43430946950187	1.03264028487055
0.24	0.26	3.03586740994656e-05	6.53253569682131e-05	14001	-1.37852053424755	0.967098259461422
0.24	0.26	6.53253569682131e-05	0.000108669489167559	13800	-1.2748531884058	0.939912014042581
0.24	0.26	0.000108669489167559	0.000166675797815345	13955	-1.24679512719455	0.90715608132699
0.24	0.26	0.000166675797815345	0.000251362593290369	14189	-1.16528853337092	0.878162297352984
0.24	0.26	0.000251362593290369	0.000393942495754424	14312	-1.11587143655674	0.841700083294248
0.24	0.26	0.000393942495754424	0.000689784071096414	14226	-1.07234015183466	0.80404338204556
0.24	0.26	0.000689784071096414	0.00176919664411648	14081	-0.951479156309922	0.759793385030126
0.24	0.26	0.00176919664411648	1.1258259270257	13731	-0.679178355545845	0.643743497648929
0.26	0.28	0	5.18556330379426e-06	14234	-1.32150119432346	1.09091185544448
0.26	0.28	5.18556330379426e-06	3.03586740994656e-05	13832	-1.28315644881435	1.01304006687701
0.26	0.28	3.03586740994656e-05	6.53253569682131e-05	12685	-1.26777020102483	0.966405742134627
0.26	0.28	6.53253569682131e-05	0.000108669489167559	13626	-1.17184977249376	0.94979498494677
0.26	0.28	0.000108669489167559	0.000166675797815345	13331	-1.12994674067962	0.901955405079502
0.26	0.28	0.000166675797815345	0.000251362593290369	13481	-1.09378488242712	0.863306385871878
0.26	0.28	0.000251362593290369	0.000393942495754424	13385	-1.06705752708256	0.842822497729877
0.26	0.28	0.000393942495754424	0.000689784071096414	13574	-1.01488190658613	0.799030749308527
0.26	0.28	0.000689784071096414	0.00176919664411648	13512	-0.888653567199525	0.762174907352233
0.26	0.28	0.00176919664411648	1.1258259270257	12447	-0.628328914597896	0.636993822919328
0.28	0.3	0	5.18556330379426e-06	13940	-1.29235638450502	1.10483449901412
0.28	0.3	5.18556330379426e-06	3.03586740994656e-05	13007	-1.24893042208042	0.98468920013087
0.28	0.3	3.03586740994656e-05	6.53253569682131e-05	11659	-1.20988858392658	0.950855296479025
0.28	0.3	6.53253569682131e-05	0.000108669489167559	12768	-1.12870731516291	0.895490458909893
0.28	0.3	0.000108669489167559	0.000166675797815345	12679	-1.06643473460052	0.899185853724363
0.28	0.3	0.000166675797815345	0.000251362593290369	12469	-1.04219640708958	0.87367159944853
0.28	0.3	0.000251362593290369	0.000393942495754424	12660	-1.01348025276462	0.842800926585562
0.28	0.3	0.000393942495754424	0.000689784071096414	12776	-0.947973935504071	0.814733948882389
0.28	0.3	0.000689784071096414	0.00176919664411648	12831	-0.846315641805005	0.751856567661669
0.28	0.3	0.00176919664411648	1.1258259270257	11799	-0.610794813119756	0.635147267478337
0.3	0.32	0	5.18556330379426e-06	14459	-1.07013590151463	1.14391885262875
0.3	0.32	5.18556330379426e-06	3.03586740994656e-05	12157	-1.19084461627046	0.981039772469075
0.3	0.32	3.03586740994656e-05	6.53253569682131e-05	12540	-1.08741267942584	0.928888887449525
0.3	0.32	6.53253569682131e-05	0.000108669489167559	12795	-1.08229691285658	0.930004069230042
0.3	0.32	0.000108669489167559	0.000166675797815345	12217	-0.974794875992471	0.930284325527845
0.3	0.32	0.000166675797815345	0.000251362593290369	12451	-0.943444301662526	0.85449197270397
0.3	0.32	0.000251362593290369	0.000393942495754424	12222	-0.94454074619538	0.833490223383533
0.3	0.32	0.000393942495754424	0.000689784071096414	12224	-0.871501963350778	0.831007804239587
0.3	0.32	0.000689784071096414	0.00176919664411648	11619	-0.785371976934331	0.770007994623945
0.3	0.32	0.00176919664411648	1.1258259270257	11354	-0.545674828254359	0.629107285103818
0.32	0.34	0	5.18556330379426e-06	12898	-0.952079082028219	1.13956249286484
0.32	0.34	5.18556330379426e-06	3.03586740994656e-05	12035	-1.0345740756128	0.998643228692989
0.32	0.34	3.03586740994656e-05	6.53253569682131e-05	10772	-0.988668213887856	0.96012887611508
0.32	0.34	6.53253569682131e-05	0.000108669489167559	11845	-0.953529928239763	0.918744342139941
0.32	0.34	0.000108669489167559	0.000166675797815345	11681	-0.884791627429158	0.907850913550616
0.32	0.34	0.000166675797815345	0.000251362593290369	11396	-0.886228325728324	0.900116622832354
0.32	0.34	0.000251362593290369	0.000393942495754424	11344	-0.873277062764459	0.837827991788083
0.32	0.34	0.000393942495754424	0.000689784071096414	11409	-0.810408975370323	0.825906441863642
0.32	0.34	0.000689784071096414	0.00176919664411648	11140	-0.735345960502695	0.751440285942112
0.32	0.34	0.00176919664411648	1.1258259270257	10781	-0.529324366941844	0.635388991243763
0.34	0.36	0	5.18556330379426e-06	12318	-1.00177195973372	1.15315577489143
0.34	0.36	5.18556330379426e-06	3.03586740994656e-05	11343	-0.934421934232567	1.03081659582355
0.34	0.36	3.03586740994656e-05	6.53253569682131e-05	10746	-0.906790154476086	0.973334591527289
0.34	0.36	6.53253569682131e-05	0.000108669489167559	10420	-0.853813723608441	0.968424869886556
0.34	0.36	0.000108669489167559	0.000166675797815345	10615	-0.777565237870938	0.950965960195134
0.34	0.36	0.000166675797815345	0.000251362593290369	10924	-0.790642164042476	0.908713841916599
0.34	0.36	0.000251362593290369	0.000393942495754424	10708	-0.808408573029511	0.852546423416804
0.34	0.36	0.000393942495754424	0.000689784071096414	11180	-0.748723792486583	0.851759673644474
0.34	0.36	0.000689784071096414	0.00176919664411648	10645	-0.695693940817282	0.778326738414194
0.34	0.36	0.00176919664411648	1.1258259270257	10345	-0.480910294828419	0.633678520695041
0.36	0.38	0	5.18556330379426e-06	11968	-0.860475768716575	1.12962399604409
0.36	0.38	5.18556330379426e-06	3.03586740994656e-05	10809	-0.869165695253956	1.05363225904054
0.36	0.38	3.03586740994656e-05	6.53253569682131e-05	9805	-0.846195308516062	0.965589817961447
0.36	0.38	6.53253569682131e-05	0.000108669489167559	10429	-0.819237990219581	0.925220799350954
0.36	0.38	0.000108669489167559	0.000166675797815345	10391	-0.731496679819072	0.927210185226427
0.36	0.38	0.000166675797815345	0.000251362593290369	10225	-0.751353838630806	0.887001567359398
0.36	0.38	0.000251362593290369	0.000393942495754424	10349	-0.762023190646442	0.861489470561824
0.36	0.38	0.000393942495754424	0.000689784071096414	10438	-0.69984297758191	0.835088196441544
0.36	0.38	0.000689784071096414	0.00176919664411648	10207	-0.657754188302144	0.774539203832455
0.36	0.38	0.00176919664411648	1.1258259270257	9690	-0.456845407636739	0.639769908809768
0.38	0.4	0	5.18556330379426e-06	11237	-0.805438373231289	1.04871906332361
0.38	0.4	5.18556330379426e-06	3.03586740994656e-05	9416	-0.819417056074764	0.942258306640717
0.38	0.4	3.03586740994656e-05	6.53253569682131e-05	9987	-0.870359267047159	0.960225767217601
0.38	0.4	6.53253569682131e-05	0.000108669489167559	10063	-0.730786942263739	0.921212224707276
0.38	0.4	0.000108669489167559	0.000166675797815345	10057	-0.743192204434719	0.918748808790747
0.38	0.4	0.000166675797815345	0.000251362593290369	10224	-0.722832061815335	0.889742889235723
0.38	0.4	0.000251362593290369	0.000393942495754424	10202	-0.675859439325625	0.865345047942396
0.38	0.4	0.000393942495754424	0.000689784071096414	9887	-0.658029837159904	0.852615719929399
0.38	0.4	0.000689784071096414	0.00176919664411648	9767	-0.571090304085182	0.789856589737797
0.38	0.4	0.00176919664411648	1.1258259270257	9509	-0.440209170259753	0.636445131030809
0.4	0.42	0	5.18556330379426e-06	10752	-0.771547619047622	1.13613963833641
0.4	0.42	5.18556330379426e-06	3.03586740994656e-05	9575	-0.758686579634465	1.05547283360993
0.4	0.42	3.03586740994656e-05	6.53253569682131e-05	9290	-0.647049085037678	1.01481086428983
0.4	0.42	6.53253569682131e-05	0.000108669489167559	9627	-0.704721720162047	0.931484051543836
0.4	0.42	0.000108669489167559	0.000166675797815345	9490	-0.680582613277135	0.933232791718069
0.4	0.42	0.000166675797815345	0.000251362593290369	9868	-0.644494325091205	0.920062828319541
0.4	0.42	0.000251362593290369	0.000393942495754424	9472	-0.634244404560812	0.876316259096851
0.4	0.42	0.000393942495754424	0.000689784071096414	9523	-0.623308411214954	0.850488485555086
0.4	0.42	0.000689784071096414	0.00176919664411648	9246	-0.559304023361455	0.781957717648037
0.4	0.42	0.00176919664411648	1.1258259270257	9149	-0.403595584216852	0.644339302051058
0.42	0.44	0	5.18556330379426e-06	10326	-0.541080960681774	1.14657365856281
0.42	0.44	5.18556330379426e-06	3.03586740994656e-05	9808	-0.623955444535073	1.02869111157404
0.42	0.44	3.03586740994656e-05	6.53253569682131e-05	9368	-0.687846071733564	0.967735629354605
0.42	0.44	6.53253569682131e-05	0.000108669489167559	9168	-0.602455933682374	0.956237079413402
0.42	0.44	0.000108669489167559	0.000166675797815345	9696	-0.604535581683166	0.971093011136904
0.42	0.44	0.000166675797815345	0.000251362593290369	9607	-0.5903954408244	0.88730579783967
0.42	0.44	0.000251362593290369	0.000393942495754424	9432	-0.57608163698049	0.867321478851275
0.42	0.44	0.000393942495754424	0.000689784071096414	9201	-0.534500163025758	0.858528486540232
0.42	0.44	0.000689784071096414	0.00176919664411648	8959	-0.512371581649738	0.800470723869897
0.42	0.44	0.00176919664411648	1.1258259270257	8750	-0.388601257142857	0.645886739603919
0.44	0.46	0	5.18556330379426e-06	9286	-0.494545121688563	1.03490695975892
0.44	0.46	5.18556330379426e-06	3.03586740994656e-05	8790	-0.559341524459615	0.997576642731305
0.44	0.46	3.03586740994656e-05	6.53253569682131e-05	9243	-0.540614951855458	0.934319692895366
0.44	0.46	6.53253569682131e-05	0.000108669489167559	8906	-0.594795081967211	0.946599406203769
0.44	0.46	0.000108669489167559	0.000166675797815345	9122	-0.61289530804648	0.920507381255145
0.44	0.46	0.000166675797815345	0.000251362593290369	9071	-0.566022048285744	0.930389411992751
0.44	0.46	0.000251362593290369	0.000393942495754424	8952	-0.537034182305631	0.876070579277089
0.44	0.46	0.000393942495754424	0.000689784071096414	8700	-0.499883793103447	0.857569612010021
0.44	0.46	0.000689784071096414	0.00176919664411648	8581	-0.469455075166063	0.809709437937332
0.44	0.46	0.00176919664411648	1.1258259270257	8634	-0.365509728978458	0.651249488426257
0.46	0.48	0	5.18556330379426e-06	10289	-0.470359607347653	1.03552932486004
0.46	0.48	5.18556330379426e-06	3.03586740994656e-05	8617	-0.445310084716257	1.01130998395216
0.46	0.48	3.03586740994656e-05	6.53253569682131e-05	9023	-0.460685248808599	0.99862616081113
0.46	0.48	6.53253569682131e-05	0.000108669489167559	8349	-0.491879626302553	0.935970925335999
0.46	0.48	0.000108669489167559	0.000166675797815345	8880	-0.503322072072072	0.917160713873572
0.46	0.48	0.000166675797815345	0.000251362593290369	8539	-0.443721395948003	0.89221097899422
0.46	0.48	0.000251362593290369	0.000393942495754424	8768	-0.434370780109489	0.886524371287511
0.46	0.48	0.000393942495754424	0.000689784071096414	8356	-0.461055528961223	0.864353908986472
0.46	0.48	0.000689784071096414	0.00176919664411648	8338	-0.428487766850566	0.802967870847618
0.46	0.48	0.00176919664411648	1.1258259270257	8179	-0.325411419488934	0.651141914584685
0.48	0.5	0	5.18556330379426e-06	9451	-0.277135012168026	1.11744629158363
0.48	0.5	5.18556330379426e-06	3.03586740994656e-05	8379	-0.397013486096193	1.02040831359771
0.48	0.5	3.03586740994656e-05	6.53253569682131e-05	7587	-0.372556873599579	0.959333987585946
0.48	0.5	6.53253569682131e-05	0.000108669489167559	8301	-0.365088182146733	0.957191028097926
0.48	0.5	0.000108669489167559	0.000166675797815345	8675	-0.392463515850143	0.965992937221424
0.48	0.5	0.000166675797815345	0.000251362593290369	8374	-0.39019202292811	0.902322299256864
0.48	0.5	0.000251362593290369	0.000393942495754424	8499	-0.378870925991292	0.877194866879298
0.48	0.5	0.000393942495754424	0.000689784071096414	8173	-0.389866022268445	0.888394736212018
0.48	0.5	0.000689784071096414	0.00176919664411648	8068	-0.358679474467031	0.821314130280014
0.48	0.5	0.00176919664411648	1.1258259270257	7682	-0.30448607133559	0.661530562558142
0.5	0.52	0	5.18556330379426e-06	6916	-0.390106709080392	1.0880443321516
0.5	0.52	5.18556330379426e-06	3.03586740994656e-05	6017	-0.310139936845605	0.954025467226404
0.5	0.52	3.03586740994656e-05	6.53253569682131e-05	5671	-0.428152354082173	0.945758419322228
0.5	0.52	6.53253569682131e-05	0.000108669489167559	5977	-0.398384975740338	0.909793505556516
0.5	0.52	0.000108669489167559	0.000166675797815345	6193	-0.340129823994832	0.936673795424257
0.5	0.52	0.000166675797815345	0.000251362593290369	6115	-0.351554538021259	0.913686582752383
0.5	0.52	0.000251362593290369	0.000393942495754424	6100	-0.356202459016392	0.897550585269386
0.5	0.52	0.000393942495754424	0.000689784071096414	5988	-0.374113894455578	0.85980891813318
0.5	0.52	0.000689784071096414	0.00176919664411648	6043	-0.371960450107564	0.807889532535521
0.5	0.52	0.00176919664411648	1.1258259270257	5698	-0.285039838539838	0.686006473628377
0.52	0.54	0	5.18556330379426e-06	8973	-0.158019391507857	1.04362345947668
0.52	0.54	5.18556330379426e-06	3.03586740994656e-05	7973	-0.231025837200552	1.03218039089221
0.52	0.54	3.03586740994656e-05	6.53253569682131e-05	7809	-0.268900755538481	1.02151160782379
0.52	0.54	6.53253569682131e-05	0.000108669489167559	7475	-0.305421137123747	0.929207760901455
0.52	0.54	0.000108669489167559	0.000166675797815345	8185	-0.281623213194869	0.956541151664503
0.52	0.54	0.000166675797815345	0.000251362593290369	7825	-0.295655079872205	0.89821854578345
0.52	0.54	0.000251362593290369	0.000393942495754424	7851	-0.291264934403262	0.884724686741296
0.52	0.54	0.000393942495754424	0.000689784071096414	7635	-0.314159921414539	0.8866234183106
0.52	0.54	0.000689784071096414	0.00176919664411648	7585	-0.307339485827291	0.809959525446681
0.52	0.54	0.00176919664411648	1.1258259270257	7506	-0.25466067146283	0.655529420100235
0.54	0.56	0	5.18556330379426e-06	8376	-0.206494627507165	1.05117669978938
0.54	0.56	5.18556330379426e-06	3.03586740994656e-05	7359	-0.16361244734339	1.0192875688251
0.54	0.56	3.03586740994656e-05	6.53253569682131e-05	7741	-0.201789949618912	0.943421723778074
0.54	0.56	6.53253569682131e-05	0.000108669489167559	7532	-0.196478757302177	0.976171273672764
0.54	0.56	0.000108669489167559	0.000166675797815345	7629	-0.216002752654345	0.988452295431479
0.54	0.56	0.000166675797815345	0.000251362593290369	7661	-0.234841665578906	0.95220643036242
0.54	0.56	0.000251362593290369	0.000393942495754424	7537	-0.220406660474991	0.910609290712812
0.54	0.56	0.000393942495754424	0.000689784071096414	7541	-0.272980904389337	0.873430956312134
0.54	0.56	0.000689784071096414	0.00176919664411648	7428	-0.234852180936996	0.82064330820511
0.54	0.56	0.00176919664411648	1.1258259270257	7423	-0.215931968206925	0.65870558853237
0.56	0.58	0	5.18556330379426e-06	7955	-0.0568139534883722	1.12157935845438
0.56	0.58	5.18556330379426e-06	3.03586740994656e-05	7311	-0.113491998358638	1.03855917143384
0.56	0.58	3.03586740994656e-05	6.53253569682131e-05	6937	-0.152231800490126	0.991081916365096
0.56	0.58	6.53253569682131e-05	0.000108669489167559	7354	-0.160525020397063	0.962101993487136
0.56	0.58	0.000108669489167559	0.000166675797815345	7131	-0.200499228719675	0.948151082074157
0.56	0.58	0.000166675797815345	0.000251362593290369	7438	-0.15579187953751	0.884493271860704
0.56	0.58	0.000251362593290369	0.000393942495754424	7148	-0.171597369893676	0.86490739968072
0.56	0.58	0.000393942495754424	0.000689784071096414	7352	-0.19814309031556	0.8681848585654
0.56	0.58	0.000689784071096414	0.00176919664411648	7007	-0.18144955044955	0.828851598476755
0.56	0.58	0.00176919664411648	1.1258259270257	7003	-0.19521690703984	0.665546565619586
0.58	0.6	0	5.18556330379426e-06	7909	0.0991206220761163	1.16156524113981
0.58	0.6	5.18556330379426e-06	3.03586740994656e-05	6992	0.018304061784897	1.05416249551597
0.58	0.6	3.03586740994656e-05	6.53253569682131e-05	6977	-0.0834135015049448	0.996661386552614
0.58	0.6	6.53253569682131e-05	0.000108669489167559	7284	-0.0726312465678199	0.969976845642777
0.58	0.6	0.000108669489167559	0.000166675797815345	7147	-0.0520621239680986	0.961201093081038
0.58	0.6	0.000166675797815345	0.000251362593290369	7276	-0.101660527762507	0.934536349051269
0.58	0.6	0.000251362593290369	0.000393942495754424	7300	-0.116548767123288	0.902506336131188
0.58	0.6	0.000393942495754424	0.000689784071096414	7114	-0.130695529940962	0.895224894834839
0.58	0.6	0.000689784071096414	0.00176919664411648	6787	-0.125247826727567	0.818412584121139
