FREQ0	FREQ1	RHO0	RHO1	COUNT	MEAN	SD
0.58	0.6	0.00176919664411648	1.1258259270257	6902	-0.15764734859461	0.65397808502825
0.6	0.62	0	5.18556330379426e-06	8203	0.197019505059123	1.11589267459476
0.6	0.62	5.18556330379426e-06	3.03586740994656e-05	6700	0.0847429850746262	1.08580495924767
0.6	0.62	3.03586740994656e-05	6.53253569682131e-05	6942	0.0737445980985308	1.05544907220096
0.6	0.62	6.53253569682131e-05	0.000108669489167559	6777	0.0137644975652943	0.959837757786107
0.6	0.62	0.000108669489167559	0.000166675797815345	7085	-0.00780649258997893	0.972348901174708
0.6	0.62	0.000166675797815345	0.000251362593290369	6870	-0.00472125181950506	0.958253329941383
0.6	0.62	0.000251362593290369	0.000393942495754424	7071	-0.0496891528779521	0.899540937045004
0.6	0.62	0.000393942495754424	0.000689784071096414	6935	-0.0842449891852922	0.901338205892925
0.6	0.62	0.000689784071096414	0.00176919664411648	6754	-0.103449067219426	0.818188142401201
0.6	0.62	0.00176919664411648	1.1258259270257	6962	-0.116179833381213	0.667179118368858
0.62	0.64	0	5.18556330379426e-06	7754	0.113707118906371	1.13207032303043
0.62	0.64	5.18556330379426e-06	3.03586740994656e-05	7086	0.0844861699125032	1.07331193053657
0.62	0.64	3.03586740994656e-05	6.53253569682131e-05	6544	0.0520268948655253	1.05090418041002
0.62	0.64	6.53253569682131e-05	0.000108669489167559	6899	0.0266812581533556	0.976492877803562
0.62	0.64	0.000108669489167559	0.000166675797815345	7023	-0.0387566566994162	0.998829219016912
0.62	0.64	0.000166675797815345	0.000251362593290369	6825	0.0243371428571428	0.941963233611126
0.62	0.64	0.000251362593290369	0.000393942495754424	6721	0.047542330010415	0.918231277294697
0.62	0.64	0.000393942495754424	0.000689784071096414	6839	0.000132475508115228	0.88383182039751
0.62	0.64	0.000689784071096414	0.00176919664411648	6922	-0.0512110661658482	0.822500842541898
0.62	0.64	0.00176919664411648	1.1258259270257	6409	-0.0751973786862226	0.671014123324534
0.64	0.66	0	5.18556330379426e-06	7687	0.323124625991935	1.17932428547483
0.64	0.66	5.18556330379426e-06	3.03586740994656e-05	6462	0.207448313215722	1.09022215021829
0.64	0.66	3.03586740994656e-05	6.53253569682131e-05	6460	0.191408204334365	0.976540830633617
0.64	0.66	6.53253569682131e-05	0.000108669489167559	6798	0.0821857899382171	1.00808021663171
0.64	0.66	0.000108669489167559	0.000166675797815345	6505	0.0441303612605688	0.956007948684516
0.64	0.66	0.000166675797815345	0.000251362593290369	6692	0.0181359832635983	0.962558147725625
0.64	0.66	0.000251362593290369	0.000393942495754424	6331	0.0724885484125734	0.908949399433117
0.64	0.66	0.000393942495754424	0.000689784071096414	6828	0.0441955184534271	0.903626863489535
0.64	0.66	0.000689784071096414	0.00176919664411648	6760	0.0158292899408284	0.846660723825964
0.64	0.66	0.00176919664411648	1.1258259270257	6567	-0.048730013704888	0.674989722546084
0.66	0.68	0	5.18556330379426e-06	7403	0.272551127921114	1.16198527261045
0.66	0.68	5.18556330379426e-06	3.03586740994656e-05	6368	0.330786275125628	1.06251569259158
0.66	0.68	3.03586740994656e-05	6.53253569682131e-05	6147	0.284306328290224	1.0312511092547
0.66	0.68	6.53253569682131e-05	0.000108669489167559	6582	0.264911577028259	0.971592180820541
0.66	0.68	0.000108669489167559	0.000166675797815345	6710	0.187480923994039	0.97702752813703
0.66	0.68	0.000166675797815345	0.000251362593290369	6350	0.125141417322835	0.969801875592729
0.66	0.68	0.000251362593290369	0.000393942495754424	6320	0.183419778481013	0.926098066593832
0.66	0.68	0.000393942495754424	0.000689784071096414	6518	0.115893372200061	0.867758420246209
0.66	0.68	0.000689784071096414	0.00176919664411648	6272	0.0778831313775512	0.820173330481076
0.66	0.68	0.00176919664411648	1.1258259270257	6472	-0.00177024103831892	0.676340613492566
0.68	0.7	0	5.18556330379426e-06	7809	0.600189012677677	1.18967494091373
0.68	0.7	5.18556330379426e-06	3.03586740994656e-05	6192	0.551767603359174	1.1166801304504
0.68	0.7	3.03586740994656e-05	6.53253569682131e-05	6713	0.480396395054372	0.968140446138608
0.68	0.7	6.53253569682131e-05	0.000108669489167559	6556	0.404126754118364	1.01743639204059
0.68	0.7	0.000108669489167559	0.000166675797815345	6402	0.273043423930021	0.974302996345292
0.68	0.7	0.000166675797815345	0.000251362593290369	6268	0.255451818761966	0.922286218366794
0.68	0.7	0.000251362593290369	0.000393942495754424	6345	0.229547044917258	0.920922924472801
0.68	0.7	0.000393942495754424	0.000689784071096414	6474	0.190590670373803	0.887299555941406
0.68	0.7	0.000689784071096414	0.00176919664411648	6213	0.146829229035893	0.830076559496315
0.68	0.7	0.00176919664411648	1.1258259270257	6283	0.0210512494031514	0.669682109352182
0.7	0.72	0	5.18556330379426e-06	6181	0.720931079113412	1.19005356999434
0.7	0.72	5.18556330379426e-06	3.03586740994656e-05	6249	0.660864138262121	1.09714063089697
0.7	0.72	3.03586740994656e-05	6.53253569682131e-05	5715	0.50904391951006	1.00644666877619
0.7	0.72	6.53253569682131e-05	0.000108669489167559	5979	0.413005686569658	0.998470685550703
0.7	0.72	0.000108669489167559	0.000166675797815345	6125	0.373201959183676	0.974365247932011
0.7	0.72	0.000166675797815345	0.000251362593290369	6002	0.344686771076309	0.933878650735319
0.7	0.72	0.000251362593290369	0.000393942495754424	6086	0.331419815971081	0.937477713424078
0.7	0.72	0.000393942495754424	0.000689784071096414	6227	0.267031957603981	0.878151659862528
0.7	0.72	0.000689784071096414	0.00176919664411648	6335	0.200722336227308	0.843522020583304
0.7	0.72	0.00176919664411648	1.1258259270257	5997	0.097058696014674	0.672843453386455
0.72	0.74	0	5.18556330379426e-06	6411	0.765930744033698	1.14369343306579
0.72	0.74	5.18556330379426e-06	3.03586740994656e-05	6274	0.715877749442148	1.10214114463597
0.72	0.74	3.03586740994656e-05	6.53253569682131e-05	5978	0.622479089996658	0.986978956842122
0.72	0.74	6.53253569682131e-05	0.000108669489167559	6218	0.490631392730783	0.978589945785908
0.72	0.74	0.000108669489167559	0.000166675797815345	5890	0.484453480475381	0.986839901725487
0.72	0.74	0.000166675797815345	0.000251362593290369	6235	0.430896391339214	0.947177587842566
0.72	0.74	0.000251362593290369	0.000393942495754424	6141	0.377758508386257	0.927479543209959
0.72	0.74	0.000393942495754424	0.000689784071096414	5898	0.376940827399119	0.884085128761478
0.72	0.74	0.000689784071096414	0.00176919664411648	5993	0.265664608710161	0.820440160759516
0.72	0.74	0.00176919664411648	1.1258259270257	5823	0.11054216039842	0.667196124128543
0.74	0.76	0	5.18556330379426e-06	5378	0.707382112309406	1.2262865676897
0.74	0.76	5.18556330379426e-06	3.03586740994656e-05	5909	0.795979861228636	1.12570025513976
0.74	0.76	3.03586740994656e-05	6.53253569682131e-05	5458	0.758081531696592	1.04909023483239
0.74	0.76	6.53253569682131e-05	0.000108669489167559	5860	0.614625597269625	1.00509136453359
0.74	0.76	0.000108669489167559	0.000166675797815345	5652	0.590495753715498	0.98982558937454
0.74	0.76	0.000166675797815345	0.000251362593290369	5724	0.50216893780573	0.964076974264885
0.74	0.76	0.000251362593290369	0.000393942495754424	6098	0.486114791734995	0.918788105434278
0.74	0.76	0.000393942495754424	0.000689784071096414	6001	0.440563239460088	0.883697769248684
0.74	0.76	0.000689784071096414	0.00176919664411648	6078	0.351102171767028	0.83671689320812
0.74	0.76	0.00176919664411648	1.1258259270257	6082	0.185491943439659	0.676240195388521
0.76	0.78	0	5.18556330379426e-06	6078	0.997805857189865	1.19291558876862
0.76	0.78	5.18556330379426e-06	3.03586740994656e-05	6036	0.982353876739564	1.05285170616821
0.76	0.78	3.03586740994656e-05	6.53253569682131e-05	5848	0.860568912448701	1.01856728020178
0.76	0.78	6.53253569682131e-05	0.000108669489167559	5636	0.794097054648684	1.00570038615387
0.76	0.78	0.000108669489167559	0.000166675797815345	5673	0.67420165697162	0.985656531727689
0.76	0.78	0.000166675797815345	0.000251362593290369	6099	0.618033120183636	0.92602620279167
0.76	0.78	0.000251362593290369	0.000393942495754424	5827	0.589015273725757	0.930556383705191
0.76	0.78	0.000393942495754424	0.000689784071096414	6119	0.532476221604836	0.878336023234122
0.76	0.78	0.000689784071096414	0.00176919664411648	5924	0.447965226198512	0.8336494186238
0.76	0.78	0.00176919664411648	1.1258259270257	5834	0.241346074734316	0.694430466600334
0.78	0.8	0	5.18556330379426e-06	6260	1.02359345047923	1.27947416942927
0.78	0.8	5.18556330379426e-06	3.03586740994656e-05	6155	0.997510966693743	1.13639230516569
0.78	0.8	3.03586740994656e-05	6.53253569682131e-05	5753	0.846062402224923	1.08145818556592
0.78	0.8	6.53253569682131e-05	0.000108669489167559	5866	0.737401125127859	1.02279335869323
0.78	0.8	0.000108669489167559	0.000166675797815345	5446	0.771148916636062	0.99390465370077
0.78	0.8	0.000166675797815345	0.000251362593290369	5890	0.699490662139218	0.949324133479673
0.78	0.8	0.000251362593290369	0.000393942495754424	6032	0.643783322281167	0.907779216871057
0.78	0.8	0.000393942495754424	0.000689784071096414	5991	0.610611083291603	0.897109309482003
0.78	0.8	0.000689784071096414	0.00176919664411648	5967	0.482903636668342	0.831744512994378
0.78	0.8	0.00176919664411648	1.1258259270257	5933	0.264655486263273	0.687981748312002
0.8	0.82	0	5.18556330379426e-06	6036	1.19246520874752	1.32681149575523
0.8	0.82	5.18556330379426e-06	3.03586740994656e-05	5105	1.22996611165524	1.14889280310587
0.8	0.82	3.03586740994656e-05	6.53253569682131e-05	5475	1.08198136986301	1.09072033480527
0.8	0.82	6.53253569682131e-05	0.000108669489167559	5438	0.958285766826044	1.00205642390122
0.8	0.82	0.000108669489167559	0.000166675797815345	5644	0.875687455705177	1.00309769007869
0.8	0.82	0.000166675797815345	0.000251362593290369	5501	0.870355935284499	1.00070631956349
0.8	0.82	0.000251362593290369	0.000393942495754424	5764	0.831758674531575	0.919871193266391
0.8	0.82	0.000393942495754424	0.000689784071096414	5818	0.690797696803025	0.894536692515372
0.8	0.82	0.000689784071096414	0.00176919664411648	5921	0.627977030906941	0.861986344587962
0.8	0.82	0.00176919664411648	1.1258259270257	6027	0.335095735855317	0.698119902001508
0.82	0.84	0	5.18556330379426e-06	6231	1.44666891349703	1.36732973674374
0.82	0.84	5.18556330379426e-06	3.03586740994656e-05	5842	1.29328928449161	1.12701961958332
0.82	0.84	3.03586740994656e-05	6.53253569682131e-05	5507	1.17872998002542	1.05999709385934
0.82	0.84	6.53253569682131e-05	0.000108669489167559	5634	1.14534664536741	1.0039196830346
0.82	0.84	0.000108669489167559	0.000166675797815345	5581	1.03809102311414	0.975701059578768
0.82	0.84	0.000166675797815345	0.000251362593290369	5472	1.04136239035088	0.997940522886947
0.82	0.84	0.000251362593290369	0.000393942495754424	5723	0.946719727415693	0.933012925749691
0.82	0.84	0.000393942495754424	0.000689784071096414	5743	0.790296360787045	0.939127259206845
0.82	0.84	0.000689784071096414	0.00176919664411648	5954	0.709458347329526	0.821500859841095
0.82	0.84	0.00176919664411648	1.1258259270257	5954	0.411661068189453	0.69230834189297
0.84	0.86	0	5.18556330379426e-06	5657	1.66914530669966	1.38400318351506
0.84	0.86	5.18556330379426e-06	3.03586740994656e-05	5820	1.52311855670103	1.19392247218942
0.84	0.86	3.03586740994656e-05	6.53253569682131e-05	5912	1.33145771312585	1.10682766645916
0.84	0.86	6.53253569682131e-05	0.000108669489167559	5729	1.24115133531157	1.04507395806558
0.84	0.86	0.000108669489167559	0.000166675797815345	5742	1.24505381400209	1.05023163214862
0.84	0.86	0.000166675797815345	0.000251362593290369	5551	1.10886164655017	0.981023010056483
0.84	0.86	0.000251362593290369	0.000393942495754424	5801	1.05870832615067	0.945791282698745
0.84	0.86	0.000393942495754424	0.000689784071096414	6030	0.949221558872303	0.902051781488482
0.84	0.86	0.000689784071096414	0.00176919664411648	6021	0.789004318219565	0.845373725163785
0.84	0.86	0.00176919664411648	1.1258259270257	6122	0.477744037896112	0.725718070493929
0.86	0.88	0	5.18556330379426e-06	6060	1.86592772277229	1.52807051710823
0.86	0.88	5.18556330379426e-06	3.03586740994656e-05	5940	1.5164728956229	1.17190984827314
0.86	0.88	3.03586740994656e-05	6.53253569682131e-05	5591	1.4981182257199	1.0640767256871
0.86	0.88	6.53253569682131e-05	0.000108669489167559	5444	1.42427920646583	1.02701041456424
0.86	0.88	0.000108669489167559	0.000166675797815345	5432	1.36386174521355	1.08531491358071
0.86	0.88	0.000166675797815345	0.000251362593290369	5399	1.24706482681979	1.02980571117189
0.86	0.88	0.000251362593290369	0.000393942495754424	5858	1.15537965175828	0.966067211536456
0.86	0.88	0.000393942495754424	0.000689784071096414	5805	1.08144530577089	0.92518304183746
0.86	0.88	0.000689784071096414	0.00176919664411648	6023	0.933117217333554	0.879467363492313
0.86	0.88	0.00176919664411648	1.1258259270257	6317	0.59112505936362	0.741869571156865
0.88	0.9	0	5.18556330379426e-06	5692	2.06780815179198	1.44277114656373
0.88	0.9	5.18556330379426e-06	3.03586740994656e-05	5832	1.85705692729766	1.17686736023553
0.88	0.9	3.03586740994656e-05	6.53253569682131e-05	5693	1.79253469172668	1.08595341431396
0.88	0.9	6.53253569682131e-05	0.000108669489167559	5477	1.59194047836407	1.09319011902763
0.88	0.9	0.000108669489167559	0.000166675797815345	5756	1.54685389159138	1.04066210596314
0.88	0.9	0.000166675797815345	0.000251362593290369	5541	1.51178000360946	1.0222401830517
0.88	0.9	0.000251362593290369	0.000393942495754424	5729	1.38507366032466	0.968887903404576
0.88	0.9	0.000393942495754424	0.000689784071096414	5865	1.28679880647912	0.92086399652766
0.88	0.9	0.000689784071096414	0.00176919664411648	6262	1.06085883104439	0.873118021560095
0.88	0.9	0.00176919664411648	1.1258259270257	6343	0.662179883335961	0.741446848083193
0.9	0.92	0	5.18556330379426e-06	5505	2.02934495912807	1.49842178614251
0.9	0.92	5.18556330379426e-06	3.03586740994656e-05	5822	2.01873806252148	1.33374947375562
0.9	0.92	3.03586740994656e-05	6.53253569682131e-05	6570	2.06512374429224	1.11672950284451
0.9	0.92	6.53253569682131e-05	0.000108669489167559	5867	1.85059911368673	1.07813363054772
0.9	0.92	0.000108669489167559	0.000166675797815345	6119	1.82048128779212	1.0404273284383
0.9	0.92	0.000166675797815345	0.000251362593290369	5881	1.66212922972284	0.970765399840831
0.9	0.92	0.000251362593290369	0.000393942495754424	5738	1.54514848379226	0.990907241795488
0.9	0.92	0.000393942495754424	0.000689784071096414	6186	1.4663679275784	0.94420293680359
0.9	0.92	0.000689784071096414	0.00176919664411648	6378	1.2404128253371	0.930242682494616
0.9	0.92	0.00176919664411648	1.1258259270257	6651	0.808711471959102	0.789022224194531
0.92	0.940000000000001	0	5.18556330379426e-06	6115	2.32935633687652	1.45379245364993
0.92	0.940000000000001	5.18556330379426e-06	3.03586740994656e-05	6710	2.39160432190759	1.28646753472929
0.92	0.940000000000001	3.03586740994656e-05	6.53253569682131e-05	6662	2.21143845691985	1.16275517401368
0.92	0.940000000000001	6.53253569682131e-05	0.000108669489167559	6014	2.14738027934819	1.08708989612572
0.92	0.940000000000001	0.000108669489167559	0.000166675797815345	6369	2.07059255770136	1.07755559322178
0.92	0.940000000000001	0.000166675797815345	0.000251362593290369	6317	1.85525328478708	1.26168822074326
0.92	0.940000000000001	0.000251362593290369	0.000393942495754424	6083	1.78771494328457	1.02514574462195
0.92	0.940000000000001	0.000393942495754424	0.000689784071096414	6432	1.64783271144279	1.00379845574704
0.92	0.940000000000001	0.000689784071096414	0.00176919664411648	6690	1.41092780269059	0.935226545923731
0.92	0.940000000000001	0.00176919664411648	1.1258259270257	6982	0.96108421655686	0.809698698648358
0.940000000000001	0.960000000000001	0	5.18556330379426e-06	6059	2.72144660835121	1.50705488753744
0.940000000000001	0.960000000000001	5.18556330379426e-06	3.03586740994656e-05	7240	2.68165013812155	1.3225611984359
0.940000000000001	0.960000000000001	3.03586740994656e-05	6.53253569682131e-05	7182	2.54943539404065	1.16215815412603
0.940000000000001	0.960000000000001	6.53253569682131e-05	0.000108669489167559	7269	2.30009932590453	1.11057522444604
0.940000000000001	0.960000000000001	0.000108669489167559	0.000166675797815345	6856	2.3324018378063	1.0544070960183
0.940000000000001	0.960000000000001	0.000166675797815345	0.000251362593290369	6715	2.16802635889799	1.12712337832616
0.940000000000001	0.960000000000001	0.000251362593290369	0.000393942495754424	6351	2.00674035584948	1.04878013855669
0.940000000000001	0.960000000000001	0.000393942495754424	0.000689784071096414	6671	1.88074591515515	1.00488001479125
0.940000000000001	0.960000000000001	0.000689784071096414	0.00176919664411648	7235	1.63277774706288	0.994451379742066
0.940000000000001	0.960000000000001	0.00176919664411648	1.1258259270257	8037	1.11777864874953	0.872998029997952
0.960000000000001	0.980000000000001	0	5.18556330379426e-06	6254	3.10405388551329	1.71040456807066
0.960000000000001	0.980000000000001	5.18556330379426e-06	3.03586740994656e-05	8212	2.9566566000974	1.36919146230795
0.960000000000001	0.980000000000001	3.03586740994656e-05	6.53253569682131e-05	7579	2.95369666182872	1.22678037591889
0.960000000000001	0.980000000000001	6.53253569682131e-05	0.000108669489167559	7764	2.77048634724369	1.1555759541674
0.960000000000001	0.980000000000001	0.000108669489167559	0.000166675797815345	7247	2.66379246584794	1.09805165167046
0.960000000000001	0.980000000000001	0.000166675797815345	0.000251362593290369	7145	2.46581231630512	1.1162786551836
0.960000000000001	0.980000000000001	0.000251362593290369	0.000393942495754424	7278	2.33141646056608	1.11030706400469
0.960000000000001	0.980000000000001	0.000393942495754424	0.000689784071096414	7231	2.18945664500068	1.05696232885277
0.960000000000001	0.980000000000001	0.000689784071096414	0.00176919664411648	7433	1.92773536929908	1.05320823636055
0.960000000000001	0.980000000000001	0.00176919664411648	1.1258259270257	8569	1.33279507527133	0.946511749697106
0.980000000000001	1	0	5.18556330379426e-06	3823	3.03615772953178	1.9433394744347
0.980000000000001	1	5.18556330379426e-06	3.03586740994656e-05	4033	2.80250681874535	1.73879961816152
0.980000000000001	1	3.03586740994656e-05	6.53253569682131e-05	4021	2.8248157174832	1.69048514956717
0.980000000000001	1	6.53253569682131e-05	0.000108669489167559	4067	2.61197049422178	1.63651441530319
0.980000000000001	1	0.000108669489167559	0.000166675797815345	4352	2.57013051470587	1.6190732879095
0.980000000000001	1	0.000166675797815345	0.000251362593290369	4342	2.21805066789498	1.69624478512943
0.980000000000001	1	0.000251362593290369	0.000393942495754424	4350	2.19660850574712	1.60560999299152
0.980000000000001	1	0.000393942495754424	0.000689784071096414	4057	2.09943233916687	1.50464727494889
0.980000000000001	1	0.000689784071096414	0.00176919664411648	4419	1.77712265218375	1.43510672409208
0.980000000000001	1	0.00176919664411648	1.1258259270257	4756	1.25234167367536	1.28571197178907
